"","Team","Year","Playoffs","R.G_ranked","SLG_ranked","HR9_ranked","SO9_ranked","SO.W_ranked","AB_ranked","B2_ranked","B3_ranked","SO_own_ranked","SH_ranked","IBB_own_ranked","LOB_own_ranked","num_pitchers_ranked","RA.G_ranked","cSho_ranked","Saves_ranked","HBP_allowed_ranked","BF_ranked","ERA_plus_ranked"
"876","ATL",2007,FALSE,22,22,20.5,18.5,18,28,25,9,23.5,15.5,16,24,27,10.5,15,8,3.5,13,22
"877","BAL",2007,FALSE,15,11.5,13,18.5,2,23,16,12.5,7,10,4,14,25,28,15,2,25.5,29,3.5
"878","BOS",2007,TRUE,27,25,6,25,26,15,29.5,18.5,10,2,24,29,3,1,25,26,19.5,1,30
"879","CHC",2007,TRUE,13,16,13,29.5,20,24,26.5,11,13.5,14,21,20,10,3,15,14.5,14.5,5,28.5
"880","CHW",2007,FALSE,3,5,20.5,7.5,17,2,1,3,23.5,12,9,1,6.5,24,28.5,18,14.5,16.5,12.5
"881","CIN",2007,FALSE,16.5,23,26.5,15.5,22,20,9.5,5.5,17,27,23,18,20,27,21,5,27.5,23,7
"882","CLE",2007,TRUE,23,19,6,10,29,17,15,9,25,4.5,26,25,6.5,5,28.5,28.5,12,7,26.5
"883","COL",2007,TRUE,26,24,13,2.5,12.5,25,19,20,22,30,22,26,29,12,11,13,13,12,25
"884","DET",2007,FALSE,28,28.5,20.5,13,7,30,29.5,30,13.5,3,18,13,20,19,15,23.5,23,22,14.5
"885","FLA",2007,FALSE,18,26,20.5,24,4,22,26.5,26,30,26,19,21,30,29,5.5,16,29.5,30,2
"886","HOU",2007,FALSE,7,11.5,29.5,18.5,21,18.5,9.5,12.5,11,28.5,13,19,6.5,20.5,15,11.5,21.5,28,8.5
"887","KCR",2007,FALSE,4,2,20.5,5.5,11,6,14,29,15,12,10,2,13,16.5,5.5,8,2,11,18
"888","LAA",2007,TRUE,25,14,6,27,28,9.5,22,5.5,4,4.5,25,5,1,9,25,21,8.5,4,22
"889","LAD",2007,FALSE,10,7,6,27,24,21,4,18.5,3,18,14.5,23,10,8,5.5,21,1,6,20
"890","MIL",2007,FALSE,20,27,13,27,25,9.5,18,24.5,21,19.5,27,7,6.5,15,5.5,28.5,10,15,14.5
"891","MIN",2007,FALSE,6,4,26.5,21.5,30,4,3,22,1,8.5,14.5,9,2,7,25,11.5,8.5,3,19
"892","NYM",2007,FALSE,21,20,13,23,15.5,18.5,11,9,8,28.5,28,22,16,13,21,14.5,17.5,16.5,16.5
"893","NYY",2007,TRUE,30,30,6,7.5,5,29,23.5,17,9,12,7,27,27,16.5,5.5,5,16,19,16.5
"894","OAK",2007,FALSE,12,8,6,10,14,13,12,2,18,1,2,28,16,14,15,8,5,10,12.5
"895","PHI",2007,TRUE,29,28.5,26.5,13,10,27,23.5,28,26,23,29.5,30,27,22,21,18,25.5,25,11
"896","PIT",2007,FALSE,8,9.5,20.5,5.5,12.5,12,21,15.5,20,19.5,4,8,20,26,21,3,29.5,24,3.5
"897","SDP",2007,FALSE,11,9.5,1,21.5,27,14,20,14,27,22,17,12,4,2,5.5,25,7,8,24
"898","SEA",2007,FALSE,19,17,6,10,9,26,6,4,2,6.5,7,10,13,20.5,28.5,21,19.5,20,5
"899","SFG",2007,FALSE,2,1,2,13,6,8,2,24.5,5,24,29.5,11,10,6,5.5,10,6,18,22
"900","STL",2007,FALSE,9,6,20.5,2.5,8,5,5,1,6,25,20,17,20,23,5.5,5,27.5,14,8.5
"901","TBD",2007,FALSE,16.5,21,29.5,29.5,19,16,8,22,29,8.5,4,16,16,30,15,1,21.5,27,1
"902","TEX",2007,FALSE,24,18,13,4,1,11,13,22,28,17,1,4,20,25,5.5,18,24,26,10
"903","TOR",2007,FALSE,14,15,13,15.5,23,7,28,7,12,6.5,7,6,13,4,21,23.5,11,2,26.5
"904","WSN",2007,FALSE,1,3,26.5,1,3,3,17,15.5,19,21,11.5,15,23.5,18,5.5,27,3.5,21,6
"905","ARI",2008,FALSE,11,15,6,28,30,1,24,29,29,24,21.5,9,7,10,20.5,16,25,2,27
"906","ATL",2008,FALSE,15,11,14.5,11.5,7.5,21,23,20.5,10,25,26,30,27.5,21,10,1,4.5,17,8
"907","BAL",2008,FALSE,20,21,28,1,1,19,25.5,18,6,2,11,8,25,28,14.5,11,30,28,4
"908","BOS",2008,TRUE,28,28,6,24.5,18,20,29,20.5,16,4,21.5,29,14,7,20.5,26.5,25,11,27
"909","CHC",2008,TRUE,29,26,14.5,30,23,25,27,5,21,22,20,28,15,4,14.5,24,21,16,29
"910","CHW",2008,TRUE,25,29,14.5,20.5,27,8,15,1,8,3,5,1,2.5,12,4,6,7,10,22
"911","CIN",2008,FALSE,8,11,30,28,20,2,2,9,20,28,23,7,17,23,10,8,22.5,25,12
"912","CLE",2008,FALSE,24,19,23.5,6.5,21,14.5,28,6,25,12,16,21,27.5,18,28,4,12,8,9
"913","COL",2008,FALSE,13,15,6,9,9,16,20,14.5,24,30,9.5,23,23.5,25,10,13,15.5,21.5,14
"914","DET",2008,FALSE,26,27,23.5,6.5,3.5,28,14,28,17,5,2,16,20.5,27,4,8,25,27,6
"915","FLA",2008,FALSE,17.5,23.5,14.5,20.5,11,10,19,16,30,14,24,10,13,20,14.5,15,19,20,13
"916","HOU",2008,FALSE,10,15,28,17,22,3.5,11,7,15,18,13,3,9,16,25,28,10,7,11
"917","KCR",2008,FALSE,6,6,14.5,14.5,17,24,17.5,14.5,7,8.5,4,2,20.5,22,4,22.5,3,14,10
"918","LAA",2008,TRUE,16,13,14.5,17,25,12,6.5,10,5,8.5,25,4,4.5,8,10,30,20,6,23.5
"919","LAD",2008,TRUE,7,7.5,2,26,28,6,4,17,12,20,27,18,11.5,2,26,10,8,3,25
"920","MIL",2008,TRUE,14,22,23.5,17,16,11,25.5,22.5,22,16,16,13,7,6,30,25,4.5,13,21
"921","MIN",2008,FALSE,27,11,23.5,5,26,23,16,30,3,15,19,5,2.5,15,17,18,1,12,15
"922","NYM",2008,FALSE,22.5,17,14.5,23,14,22,6.5,27,11,29,30,25,17,11,20.5,21,27.5,21.5,20
"923","NYY",2008,FALSE,21,20,6,20.5,24,18,12,2.5,9,7,9.5,17,26,14,4,19.5,12,9,18
"924","OAK",2008,FALSE,4,1,2,11.5,7.5,3.5,5,8,27,6,3,19,19,9,14.5,5,17,5,19
"925","PHI",2008,TRUE,22.5,25,14.5,11.5,15,7,13,24,19,26.5,29,14,1,5,24,26.5,18,15,23.5
"926","PIT",2008,FALSE,12,9,23.5,3.5,2,26,22,4,13,23,12,6,23.5,29,20.5,8,9,30,1
"927","SDP",2008,FALSE,1,5,14.5,14.5,13,17,1,13,28,19,8,20,30,19,4,3,2,19,3
"928","SEA",2008,FALSE,5,4,14.5,8,5,29,10,2.5,1,10,16,12,11.5,24,4,13,15.5,26,5
"929","SFG",2008,FALSE,2,3,6,28,10,14.5,21,25.5,14,17,18,11,7,17,20.5,17,27.5,23,16.5
"930","STL",2008,FALSE,19,23.5,14.5,2,12,27,8,11,4,26.5,28,27,17,13,10,19.5,12,18,16.5
"931","TBR",2008,TRUE,17.5,18,14.5,20.5,19,13,9,25.5,26,1,6,24,10,3,28,29,6,4,27
"932","TEX",2008,FALSE,30,30,23.5,3.5,3.5,30,30,22.5,23,11,14,26,29,30,20.5,13,29,29,2
"933","TOR",2008,FALSE,9,7.5,2,24.5,29,5,17.5,19,2,13,7,15,4.5,1,28,22.5,22.5,1,30
"934","WSN",2008,FALSE,3,2,28,11.5,6,9,3,12,18,21,1,22,22,26,4,2,14,24,7
"935","ARI",2009,FALSE,11,20,10,19,23.5,20,24,27,30,14,24.5,17,16,25,9.5,7.5,17.5,21,16
"936","ATL",2009,FALSE,14,9.5,1,24,28.5,17,21.5,4.5,11,29,28,27.5,4,4,2,9.5,13,11,27
"937","BAL",2009,FALSE,16,15.5,30,3,5,27,24,2.5,3,1,6.5,15,26,30,2,4,15.5,30,5
"938","BOS",2009,TRUE,28,29,10,25,28.5,18.5,29,9,16,2,15,24,26,11,16.5,15.5,27,24,21
"939","CHC",2009,FALSE,10,12,10,29,18,14,16,14,22,20,20.5,26,19,5,20.5,13,24,12,28
"940","CHW",2009,FALSE,12,13,20,14.5,23.5,8,2,4.5,6,7,6.5,4,16,10,9.5,7.5,3.5,4,26
"941","CIN",2009,FALSE,7,4.5,27,10,7,6.5,10.5,9,17,30,12.5,9,7,9,26,15.5,25.5,18,16
"942","CLE",2009,FALSE,18.5,19,20,4,3,21,27,12,24,9,2.5,22,28,28,16.5,1.5,7,29,1
"943","COL",2009,TRUE,24.5,25.5,4.5,19,21,1,21.5,29,29,26,17,11,21,8,16.5,24.5,9.5,6,24.5
"944","DET",2009,FALSE,15,17.5,20,12.5,8,12,1,19,15,13,8,13,9,12,4.5,18,2,10,19
"945","FLA",2009,FALSE,18.5,17.5,10,27,14,22,18.5,9,25,24,23,25,26,20,9.5,24.5,7,26,13
"946","HOU",2009,FALSE,4,7,20,19,15,3,5,16,2,21,12.5,2.5,7,21.5,9.5,11.5,14,14,6
"947","KCR",2009,FALSE,8,9.5,10,21.5,10,16,8,30,13,8,2.5,5,11,27,28.5,6,15.5,20,8.5
"948","LAA",2009,TRUE,29,25.5,20,10,13,28,14,17,10,11,9,10,21,18.5,30,29.5,22.5,17,11
"949","LAD",2009,TRUE,20,14,2.5,27,19.5,26,9,24,12,27,30,29,21,1.5,9.5,21,20,8,29
"950","MIL",2009,FALSE,22,21,29,12.5,6,13,12,22,27,17,19,23,11,26,2,21,25.5,28,2.5
"951","MIN",2009,TRUE,26,22,20,7,26,23,4,25,5,12,22,18,13,16,4.5,27,21,13,10
"952","NYM",2009,FALSE,6,4.5,10,7,4,5,17,28,1,28,26,19,16,17,16.5,11.5,19,25,8.5
"953","NYY",2009,TRUE,30,30,20,27,22,29,28,6.5,4,5.5,10,30,16,14.5,9.5,29.5,29,16,22
"954","OAK",2009,FALSE,17,6,10,14.5,17,25,24,6.5,9,5.5,1,7,23,18.5,16.5,9.5,1,15,18
"955","PHI",2009,TRUE,27,28,27,16.5,30,24,26,20,19,15,24.5,20,7,7,28.5,21,30,19,16
"956","PIT",2009,FALSE,2.5,2,10,1.5,2,4,13,18,18,18,20.5,8,24,24,20.5,3,11,9,7
"957","SDP",2009,FALSE,1,1,10,23,12,2,3,15,21,25,27,16,30,21.5,9.5,24.5,7,22,4
"958","SEA",2009,FALSE,2.5,8,20,7,11,18.5,10.5,2.5,14,16,15,6,1.5,6,16.5,28,5,5,23
"959","SFG",2009,FALSE,5,3,4.5,30,25,10.5,7,26,20,22,18,2.5,4,1.5,23,15.5,3.5,2,30
"960","STL",2009,TRUE,13,15.5,2.5,10,27,9,15,13,8,23,29,14,1.5,3,26,19,17.5,1,24.5
"961","TBR",2009,FALSE,24.5,23,27,16.5,19.5,6.5,20,21,26,4,11,12,4,14.5,23,15.5,9.5,3,13
"962","TEX",2009,FALSE,21,27,20,5,9,15,18.5,11,28,10,4.5,1,11,13,23,24.5,28,7,20
"963","TOR",2009,FALSE,23,24,20,21.5,16,30,30,1,7,3,4.5,21,16,23,26,1.5,22.5,23,13
"964","WSN",2009,FALSE,9,11,20,1.5,1,10.5,6,23,23,19,15,27.5,29,29,9.5,5,12,27,2.5
"965","ARI",2010,FALSE,15,21,30,9,5,11,25,24.5,30,9.5,20.5,12.5,28.5,28,8.5,6.5,21.5,24,4
"966","ATL",2010,TRUE,18,13.5,4,25,26,9,27,11,14.5,24,22.5,28,9,4,3,19.5,13,2,25
"967","BAL",2010,FALSE,4,9,29,3,4,21,6,6,7,3,9.5,12.5,18,26,3,6.5,23,25,5
"968","BOS",2010,FALSE,29,29,12,22,9,30,30,8,14.5,2,19,26,24.5,22.5,8.5,23.5,18,26,19
"969","CHC",2010,FALSE,13,13.5,20,26.5,12,17,24,13.5,26,21,9.5,11,18,25,3,17,27.5,27,13
"970","CHW",2010,FALSE,20.5,23,4,15,23,12,5,6,2,16,2,2,5,16,16,21.5,2,14,20.5
"971","CIN",2010,TRUE,27,27.5,20,13.5,17.5,24,20.5,17,24,22.5,12.5,21.5,18,10,16,21.5,14,15,15.5
"972","CLE",2010,FALSE,5,5.5,12,1.5,1,13,18.5,4,20,6,12.5,24,13.5,24,16,4,29.5,21,6
"973","COL",2010,FALSE,23,26,12,24,24,18,9.5,30,27,19,25,23,18,17.5,16,6.5,19,11,27
"974","DET",2010,FALSE,20.5,20,12,7,6,29,26,21.5,16,9.5,22.5,30,5,22.5,8.5,2.5,27.5,16,9.5
"975","FLA",2010,FALSE,16,16.5,4,18,13,19,22,26.5,29,17,18,16,30,17.5,16,14,15.5,19,15.5
"976","HOU",2010,FALSE,3,2,12,23,20,8,4,11,5,27,5,4,24.5,20,16,25.5,4.5,20,7.5
"977","KCR",2010,FALSE,11,12,26,5,2,26,15,19.5,1,15,3.5,20,24.5,29,8.5,23.5,9.5,30,2
"978","LAA",2010,FALSE,12,10.5,12,13.5,7,14.5,13,3,10,11.5,6.5,3,9,15,24,14,7,23,11
"979","LAD",2010,FALSE,10,7,4,28.5,25,4,9.5,15,20,30,27,14,21.5,12,28.5,19.5,21.5,10,7.5
"980","MIL",2010,FALSE,19,25,26,26.5,17.5,27,20.5,23,23,5,14,27,24.5,27,24,6.5,11.5,29,3
"981","MIN",2010,TRUE,25,24,20,5,29,23,28,29,3,7,20.5,17,9,9,24,17,9.5,8,17.5
"982","NYM",2010,FALSE,7,8,4,12,8,10,7,28,11,26,25,9,5,8,28.5,9,17,22,20.5
"983","NYY",2010,TRUE,30,27.5,26,16,14.5,22,11,21.5,13,4,15.5,29,9,13,3,14,25,6,22
"984","OAK",2010,FALSE,8,5.5,20,9,10.5,7,13,17,8,13,1,18,18,3,24,11.5,3,1,29
"985","PHI",2010,TRUE,24,19,20,18,30,25,18.5,24.5,9,14,29,25,9,5,30,17,20,5,26
"986","PIT",2010,FALSE,2,4,26,5,3,1,13,13.5,22,20,6.5,5,28.5,30,8.5,1,29.5,28,1
"987","SDP",2010,FALSE,9,3,12,28.5,28,5,2,9,18,29,28,10,2.5,1,16,28,1,3,23
"988","SEA",2010,FALSE,1,1,20,1.5,16,2,1,1,20,11.5,11,8,13.5,14,16,11.5,4.5,4,13
"989","SFG",2010,TRUE,14,18,4,30,22,14.5,16,17,12,28,25,6,2.5,2,24,30,15.5,12,30
"990","STL",2010,FALSE,17,15,4,11,21,20,17,2,6,22.5,30,19,13.5,6,24,2.5,11.5,9,24
"991","TBR",2010,TRUE,28,16.5,26,20.5,27,6,23,26.5,28,8,8,15,1,7,24,29,7,7,17.5
"992","TEX",2010,TRUE,26,22,20,18,14.5,28,8,11,4,18,17,21.5,13.5,11,3,27,26,17,28
"993","TOR",2010,FALSE,22,30,12,20.5,19,16,29,6,17,1,3.5,1,21.5,19,16,25.5,24,13,13
"994","WSN",2010,FALSE,6,10.5,12,9,10.5,3,3,19.5,25,25,15.5,7,27,21,8.5,10,7,18,9.5
"995","ARI",2011,TRUE,21.5,22,21.5,7,20,3,23,24.5,23,12,27,2,22,11,7.5,30,19.5,8,17.5
"996","ATL",2011,FALSE,9,10,5.5,29.5,26.5,17,2,2.5,25,24,19,11,4,3,13.5,28,19.5,20,27
"997","BAL",2011,FALSE,17,22,30,5,3,24,11.5,1,13,2,2.5,3,26.5,30,7.5,3,8,30,2
"998","BOS",2011,FALSE,30,30,21.5,22,16,30,30,21.5,12,1,23,27,26.5,21,7.5,6,30,22,15
"999","CHC",2011,FALSE,12.5,16,21.5,25,6,20,19.5,23,21,17,12.5,20,10.5,23,7.5,14.5,19.5,24,5
"1000","CHW",2011,FALSE,12.5,11.5,13.5,22,28,12,4,2.5,3,14,6,16.5,10.5,17,24.5,18,7,14,21.5
"1001","CIN",2011,FALSE,23.5,19,26.5,10,5,27,9,4,24,26,23,26,4,20,13.5,11.5,25,23,9
"1002","CLE",2011,FALSE,15,15,13.5,2,13,14,22,10,26,4,4,4,10.5,24,2.5,8.5,26,21,8
"1003","COL",2011,FALSE,23.5,20,26.5,13,8,19,13.5,28,20,24,26,24,29,27,13.5,17,13,18,15
"1004","DET",2011,TRUE,27,27,13.5,13,17.5,22,24,19,16,12,20.5,23,24.5,18,13.5,28,16,9,15
"1005","FLA",2011,FALSE,7,11.5,13.5,22,22,13,13.5,14,22,30,15,29,10.5,16,24.5,14.5,3.5,15,12
"1006","HOU",2011,FALSE,5,7,29,22,7,25,26.5,11,17,21,10.5,21,15.5,28,2.5,1,19.5,25,1
"1007","KCR",2011,FALSE,21.5,24,21.5,8,2,29,29,29,4,15.5,14,22,15.5,25.5,2.5,7,23.5,26,6.5
"1008","LAA",2011,FALSE,14,17.5,13.5,5,14,15,21,19,9,12,8.5,1,4,7,28,11.5,2,10,21.5
"1009","LAD",2011,FALSE,11,8,5.5,28,24.5,8,1,12,10,22,29,25,7,6,17.5,16,6,4,19
"1010","MIL",2011,TRUE,20,25.5,13.5,26,29,6,15,15,7,29,25,12,10.5,8,7.5,23.5,1,5,25
"1011","MIN",2011,FALSE,6,3,21.5,1,4,11,8,9,6,4,2.5,6,18.5,29,21,3,22,16,4
"1012","NYM",2011,FALSE,19,13,13.5,13,10.5,26,26.5,27,8,19.5,28,30,15.5,22,13.5,19.5,28,28,3
"1013","NYY",2011,TRUE,29,28,13.5,22,21,16,10,17,15,7,10.5,13,28,10,21,23.5,23.5,19,28
"1014","OAK",2011,FALSE,10,6,5.5,17.5,15,7,17,13,11,6,1,10,24.5,14,7.5,11.5,5,12,25
"1015","PHI",2011,TRUE,18,14,2,27,30,23,6,26,5,19.5,23,28,15.5,1,29.5,23.5,12,7,30
"1016","PIT",2011,FALSE,4,4.5,13.5,3,1,3,16,21.5,28,24,6,5,22,19,21,19.5,27,29,6.5
"1017","SDP",2011,FALSE,3,2,5.5,15.5,10.5,1,3,30,29,15.5,18,9,10.5,4,2.5,21,3.5,6,17.5
"1018","SEA",2011,FALSE,1,1,13.5,10,24.5,3,5,5.5,27,9,8.5,7,4,12,21,11.5,15,2,10
"1019","SFG",2011,FALSE,2,4.5,1,29.5,19,10,18,8,14,18,20.5,18.5,1,2,13.5,28,14,11,25
"1020","STL",2011,TRUE,26,25.5,5.5,10,23,18,25,5.5,2,28,30,18.5,18.5,15,26.5,23.5,10,17,12
"1021","TBR",2011,TRUE,16,17.5,21.5,15.5,17.5,5,11.5,24.5,19,8,6,14,4,5,26.5,3,10,1,20
"1022","TEX",2011,TRUE,28,29,26.5,19,26.5,28,28,16,1,10,12.5,16.5,22,13,29.5,8.5,10,3,29
"1023","TOR",2011,FALSE,25,22,26.5,17.5,9,21,19.5,19,18,4,17,8,30,25.5,21,5,29,27,12
"1024","WSN",2011,FALSE,8,9,5.5,5,12,9,7,7,30,27,16,15,20,9,17.5,26,17,13,23
"1025","ARI",2012,FALSE,22.5,21,14,15,24.5,10,29,20,22.5,20,28,20,10,15,15,11,19,7,18
"1026","ATL",2012,TRUE,14,9,7.5,19,20,6,8,15.5,24,17,19,21.5,6,5,25,23.5,4.5,1,27
"1027","BAL",2012,TRUE,16.5,20,20.5,5.5,14,23,13.5,2.5,25,13,3.5,2,24,17,7.5,29,21,28,21.5
"1028","BOS",2012,FALSE,22.5,19,26,11,8,27,30,2.5,12,9.5,6,8,24,27,15,4.5,29,22,5.5
"1029","CHC",2012,FALSE,3,4,20.5,8,1,3,9,21,16,14,10.5,4,28.5,24,2.5,1,28,18,7.5
"1030","CHW",2012,FALSE,24,23.5,26,21.5,16,15,1,13,13,4.5,3.5,3,19.5,13,15,8,30,14,20
"1031","CIN",2012,TRUE,10,18,7.5,19,26,12,24,15.5,22.5,27,30,24,1,2,15,30,19,5,30
"1032","CLE",2012,FALSE,9,6,20.5,2,3,17,10,8,3,1,7.5,28,14.5,29,7.5,17.5,24,29,1
"1033","COL",2012,FALSE,25,27,29.5,8,4,25,28,29,14,28,15,15,26,30,2.5,6.5,11.5,30,3.5
"1034","DET",2012,TRUE,20,23.5,7.5,27,28,11,18,26,6.5,11.5,26.5,19,10,11,21,12.5,6,4,25
"1035","HOU",2012,FALSE,1,2,20.5,13,6.5,2,2,11.5,29,18,1,11,24,26,15,3,13.5,25,3.5
"1036","KCR",2012,FALSE,11,14.5,14,11,6.5,30,23,23,1,2,16.5,10,19.5,23,7.5,20.5,27,27,13.5
"1037","LAA",2012,FALSE,27,26,26,11,12,19,17,5.5,8,15,10.5,9,10,16,28.5,9.5,2.5,3,10
"1038","LAD",2012,FALSE,5,3,2.5,23,11,8,12,7,9,30,29,16,19.5,4,15,12.5,8.5,9,26
"1039","MIA",2012,FALSE,2,7,2.5,3.5,10,7,7,26,15,19,26.5,12,6,21,21,9.5,24,21,15
"1040","MIL",2012,FALSE,28,28,14,30,21.5,21,25,26,18,29,16.5,14,10,22,2.5,20.5,1,26,13.5
"1041","MIN",2012,FALSE,15,10,26,1,5,24,13.5,15.5,2,7.5,7.5,26,19.5,28,7.5,4.5,26,23,2
"1042","NYM",2012,FALSE,6,8,14,21.5,18,9,20,4,19,23,21.5,18,27,19.5,28.5,6.5,2.5,12,9
"1043","NYY",2012,TRUE,29,30,26,26,29,16,19,1,10,4.5,13,24,14.5,10,15,26.5,15.5,11,23
"1044","OAK",2012,TRUE,16.5,16,7.5,3.5,15,18,11,18.5,30,3,10.5,13,19.5,6,2.5,23.5,10,15,24
"1045","PHI",2012,FALSE,12,14.5,20.5,29,30,20,15,11.5,4,26,20,24,14.5,14,25,14.5,7,10,19
"1046","PIT",2012,FALSE,7.5,12,14,15,13,4,3.5,23,28,21,14,5,19.5,12,7.5,22,8.5,13,12
"1047","SDP",2012,FALSE,7.5,5,14,17,9,5,16,28,17,22,18,27,28.5,19.5,21,17.5,13.5,19,5.5
"1048","SEA",2012,FALSE,4,1,14,8,19,14,3.5,10,21,6,2,6,2.5,9,30,17.5,15.5,6,16
"1049","SFG",2012,TRUE,19,13,7.5,19,17,22,21,30,5,24.5,23.5,29,10,8,25,28,19,17,11
"1050","STL",2012,TRUE,26,22,2.5,15,23,29,22,23,11,24.5,25,30,14.5,7,15,14.5,17,20,17
"1051","TBR",2012,FALSE,13,11,7.5,28,27,1,6,15.5,26,9.5,5,7,2.5,1,25,25,22,2,29
"1052","TEX",2012,TRUE,30,29,20.5,24,24.5,26,27,18.5,6.5,11.5,23.5,17,6,18,15,17.5,4.5,8,21.5
"1053","TOR",2012,FALSE,18,17,29.5,5.5,2,13,5,5.5,20,7.5,10.5,1,30,25,25,2,24,24,7.5
"1054","WSN",2012,TRUE,21,25,2.5,25,21.5,28,26,9,27,16,21.5,21.5,4,3,7.5,26.5,11.5,16,28
"1055","ARI",2013,FALSE,17,12.5,25,8,17,29,28,21.5,8,17,28.5,23,12.5,20,18,6.5,23.5,29,12
"1056","ATL",2013,TRUE,18,20,5,16,28,2,5.5,10,27.5,23,17,20,7,1,2,28,17.5,1,29
"1057","BAL",2013,FALSE,25.5,28,30,5.5,14.5,27,26,1,7,6,17,2,21,22,7.5,30,15.5,14,11
"1058","BOS",2013,TRUE,30,30,17.5,25,14.5,28,30,20,23,4,28.5,29,21,13,18,3,11.5,13,22
"1059","CHC",2013,FALSE,3,14,17.5,11,4,11,25,6,19,14,10,11,29.5,18,7.5,9,25.5,16,9.5
"1060","CHW",2013,FALSE,2,5.5,25,19,12.5,23,2,7,16,1,7,6,15.5,23,7.5,13,23.5,22,19.5
"1061","CIN",2013,TRUE,20,12.5,17.5,23,27,12,17,8.5,21,30,30,27,2.5,4,18,19.5,29,7,26
"1062","CLE",2013,TRUE,25.5,22,9.5,29,16,7,22,13.5,22,9,2.5,16.5,26,14,25.5,6.5,22,17,13
"1063","COL",2013,FALSE,21,26,9.5,2,2,26,20,28,14,25,9,14,12.5,28,2,4,2.5,23,14.5
"1064","DET",2013,TRUE,29,29,5,30,30,30,23,13.5,3,10,22.5,30,2.5,7,7.5,9,5.5,11,28
"1065","HOU",2013,FALSE,4.5,3,28.5,3,1,6,13,3,30,16,1,1,21,30,7.5,1.5,21,30,1
"1066","KCR",2013,FALSE,13,7,17.5,14,18,17,8,25,1,12.5,19.5,13,7,6,18,27,4,5,30
"1067","LAA",2013,FALSE,24,25,17.5,11,7,25,14,29,18,12.5,22.5,22,21,24,18,16.5,10,28,6
"1068","LAD",2013,TRUE,14.5,15.5,5,25,25,10,19,4.5,9,28,27,25,24.5,3,28.5,23.5,7.5,2,24.5
"1069","MIA",2013,FALSE,1,1,2.5,8,6,3.5,1,21.5,20,21.5,13,9,21,12,7.5,5,11.5,19,18
"1070","MIL",2013,FALSE,12,17.5,25,4,9.5,8,3,30,12,29,6,7.5,7,17,18,13,7.5,8,14.5
"1071","MIN",2013,FALSE,6,8,17.5,1,3,24,21,2,29,7.5,4,28,12.5,29,7.5,13,9,26.5,7
"1072","NYM",2013,FALSE,8,2,9.5,11,20,22,12,23.5,27.5,19,22.5,21,27.5,16,18,13,20,24,8
"1073","NYY",2013,FALSE,14.5,4,25,19,26,3.5,5.5,15.5,17,11,14,4,15.5,15,25.5,26,17.5,12,16
"1074","OAK",2013,TRUE,27,27,17.5,8,23,15,27,17,11,2,11,16.5,1,8.5,28.5,23.5,1,6,22
"1075","PHI",2013,FALSE,4.5,10,17.5,14,8,5,9,23.5,15,21.5,25.5,3,24.5,25,18,1.5,25.5,21,4.5
"1076","PIT",2013,TRUE,11,15.5,1,19,12.5,9,15.5,26.5,25,24,25.5,16.5,27.5,2,2,29,30,15,22
"1077","SDP",2013,FALSE,7,5.5,17.5,5.5,5,14,4,18,24,18,17,16.5,12.5,21,7.5,13,2.5,20,2.5
"1078","SEA",2013,FALSE,9,11,25,25,21,21,7,4.5,26,5,5,19,10,26,18,19.5,5.5,26.5,2.5
"1079","SFG",2013,FALSE,10,9,9.5,22,9.5,19,18,26.5,4,26,22.5,26,7,19,18,16.5,15.5,18,4.5
"1080","STL",2013,TRUE,28,19,2.5,19,24,20,29,8.5,5,20,19.5,10,18,5,28.5,21,27,9,24.5
"1081","TBR",2013,TRUE,19,21,9.5,27.5,22,13,24,11.5,10,3,12,24,4,11,24,18,19,4,17
"1082","TEX",2013,FALSE,23,24,17.5,27.5,19,18,11,11.5,2,15,8,12,17,10,12,22,13,10,27
"1083","TOR",2013,FALSE,22,23,28.5,14,11,16,15.5,15.5,6,7.5,2.5,5,29.5,27,18,9,28,25,9.5
"1084","WSN",2013,FALSE,16,17.5,9.5,19,29,1,10,19,13,27,15,7.5,7,8.5,28.5,25,14,3,19.5
"1085","ARI",2014,FALSE,6,11,27,21,19,22,11,30,9,20.5,15,12,18,26,7,5,11.5,18,3
"1086","ATL",2014,FALSE,2,2,3,21,20,8,2.5,7,27,18,15,19,3,6,14.5,29,1,9,24
"1087","BAL",2014,TRUE,23,28,19.5,6,8,26,14,1,20,11,10.5,11,3,5,14.5,27.5,22,11,27.5
"1088","BOS",2014,FALSE,12,7.5,19.5,9,9,21,21.5,4.5,25,3,21,27,18,24,14.5,6.5,7,27,14
"1089","CHC",2014,FALSE,5,17,3,24.5,14,11,16,21.5,30,22,10.5,6,24.5,23,7,8.5,16,24,8.5
"1090","CHW",2014,FALSE,18,23,19.5,6,2,17,20,23.5,26,1.5,18.5,7,22,27,2,6.5,28,29,3
"1091","CIN",2014,FALSE,3,5,27,21,11,2,8.5,4.5,16,30,2.5,3,18,8,22,17,28,6,18
"1092","CLE",2014,FALSE,20,19.5,10,30,27,25,23,8,10,17,4,24,10.5,16,27.5,11.5,20.5,22,25
"1093","COL",2014,FALSE,28,30,30,2,1,28,28,28,19,24,24,8,22,30,7,1,15,28,3
"1094","DET",2014,TRUE,29,29,10,15.5,18,29,30,11.5,6,5,30,15,27,22,27.5,13.5,3.5,21,8.5
