"","Team","Year","R.G","BA","OBP","SLG","OPS","OPS_plus","Playoffs","ERA","H9","HR9","BB9","SO9","SO.W","num_batters","Games_Played","PA","AB","H_own","B2","B3","HR_own","RBI","SB","CS","BB_own","SO_own","TB","GDP","HBP_own","SH","SF","IBB_own","LOB_own","num_pitchers","RA.G","CG","tSho","cSho","Saves","IP","R_allowed","ER","IBB_allowed","HBP_allowed","BK","WP","BF","ERA_plus","FIP","WHIP","LOB_allowed"
"209","CHC",1983,4.33,0.261,0.319,0.401,0.721,96,FALSE,4.08,9.4,0.7,3.1,5.1,1.62,0.265432098765432,1,37.858024691358,34.0246913580247,8.8641975308642,1.67901234567901,0.259259259259259,0.864197530864197,4.00617283950617,0.518518518518518,0.246913580246914,2.90123456790123,5.35802469135802,13.6543209876543,0.697530864197531,0.179012345679012,0.438271604938272,0.308641975308642,0.388888888888889,6.91358024691358,0.111111111111111,0.0274074074074074,0.0555555555555556,0.0617283950617284,0.0308641975308642,0.259259259259259,8.81604938271605,4.43827160493827,3.99382716049383,0.512345679012346,0.154320987654321,0.0802469135802469,0.265432098765432,37.7160493827161,0.574074074074074,0.0233950617283951,0.00861728395061728,6.82098765432099
"210","CHW",1983,4.94,0.262,0.329,0.413,0.742,100,TRUE,3.67,8.4,0.8,2.8,5.5,1.96,0.240740740740741,1,38.0493827160494,33.8518518518519,8.88271604938272,1.66666666666667,0.259259259259259,0.969135802469136,4.7037037037037,1.01851851851852,0.308641975308642,3.25308641975309,5.48148148148148,13.9753086419753,0.685185185185185,0.265432098765432,0.327160493827161,0.345679012345679,0.308641975308642,6.67283950617284,0.0925925925925926,0.0247530864197531,0.216049382716049,0.0740740740740741,0.0555555555555556,0.296296296296296,8.92037037037037,4.01234567901235,3.6358024691358,0.197530864197531,0.203703703703704,0.0123456790123457,0.234567901234568,37.1543209876543,0.703703703703704,0.0227777777777778,0.00769753086419753,6.37654320987654
"211","CIN",1983,3.85,0.239,0.314,0.356,0.671,84,FALSE,3.98,8.5,0.8,3.9,5.8,1.49,0.216049382716049,1,37.4012345679012,32.9197530864198,7.8641975308642,1.45679012345679,0.216049382716049,0.660493827160494,3.56172839506173,0.950617283950617,0.475308641975309,3.62962962962963,6.20987654320988,11.7345679012346,0.746913580246914,0.117283950617284,0.444444444444444,0.277777777777778,0.425925925925926,6.72839506172839,0.0864197530864197,0.027037037037037,0.209876543209877,0.0308641975308642,0.0308641975308642,0.179012345679012,8.89567901234568,4.38271604938272,3.93827160493827,0.37037037037037,0.123456790123457,0.0555555555555556,0.166666666666667,38.0617283950617,0.58641975308642,0.0248148148148148,0.00853086419753086,6.98765432098765
"212","CLE",1983,4.35,0.265,0.338,0.369,0.707,92,FALSE,4.43,9.6,0.7,3.3,5,1.5,0.246913580246914,1,38.4074074074074,33.8024691358025,8.95679012345679,1.53703703703704,0.191358024691358,0.530864197530864,4.0679012345679,0.672839506172839,0.438271604938272,3.73456790123457,4.26543209876543,12.4691358024691,0.901234567901235,0.179012345679012,0.296296296296296,0.395061728395062,0.234567901234568,7.19135802469136,0.104938271604938,0.0299382716049383,0.209876543209877,0.0493827160493827,0.0493827160493827,0.154320987654321,8.8962962962963,4.84567901234568,4.38271604938272,0.376543209876543,0.191358024691358,0.037037037037037,0.333333333333333,38.3888888888889,0.598765432098765,0.0240740740740741,0.00882098765432099,6.84567901234568
"213","DET",1983,4.87,0.274,0.335,0.427,0.762,112,FALSE,3.8,8.2,1.1,3.2,5.4,1.68,0.240740740740741,1,38.5555555555556,34.5185185185185,9.44444444444444,1.74691358024691,0.327160493827161,0.962962962962963,4.62345679012346,0.574074074074074,0.327160493827161,3.1358024691358,5.12962962962963,14.7345679012346,0.759259259259259,0.240740740740741,0.296296296296296,0.364197530864198,0.228395061728395,6.96296296296296,0.0987654320987654,0.0258641975308642,0.259259259259259,0.0555555555555556,0.0432098765432099,0.172839506172839,8.95679012345679,4.19135802469136,3.78395061728395,0.296296296296296,0.179012345679012,0.0432098765432099,0.364197530864198,37.4753086419753,0.635802469135803,0.0259876543209877,0.00782716049382716,6.41358024691358
"214","HOU",1983,3.97,0.257,0.32,0.375,0.695,98,FALSE,3.45,7.8,0.6,3.5,5.5,1.59,0.203703703703704,1,38.1049382716049,33.962962962963,8.71604938271605,1.47530864197531,0.37037037037037,0.598765432098765,3.7962962962963,1.01234567901235,0.58641975308642,3.19135802469136,5.3641975308642,12.7283950617284,0.469135802469136,0.117283950617284,0.5,0.333333333333333,0.438271604938272,7.0679012345679,0.0802469135802469,0.0246296296296296,0.135802469135802,0.0864197530864197,0.0493827160493827,0.296296296296296,9.05,3.98765432098765,3.46913580246914,0.302469135802469,0.166666666666667,0.0864197530864197,0.302469135802469,37.7592592592593,0.604938271604938,0.0220987654320988,0.0077716049382716,6.61728395061728
"215","KCR",1983,4.27,0.271,0.32,0.397,0.717,97,FALSE,4.25,9.6,0.8,2.9,3.7,1.26,0.233128834355828,1,37.319018404908,34.3435582822086,9.29447852760736,1.67484662576687,0.331288343558282,0.668711656441718,4.00613496932515,1.11656441717791,0.288343558282209,2.43558282208589,4.42944785276074,13.638036809816,0.754601226993865,0.141104294478528,0.196319018404908,0.202453987730061,0.251533742331288,6.52147239263804,0.110429447852761,0.0288957055214724,0.116564417177914,0.049079754601227,0.0122699386503067,0.300613496932515,8.81717791411043,4.70552147239264,4.16564417177914,0.141104294478528,0.165644171779141,0.0184049079754601,0.245398773006135,38.0981595092025,0.588957055214724,0.0255828220858896,0.00855828220858896,6.93251533742331
"216","LAD",1983,4.01,0.25,0.318,0.379,0.697,94,TRUE,3.1,8.2,0.6,3,6.1,2.02,0.245398773006135,1,37.6073619631902,33.3742331288344,8.33128834355828,1.20858895705521,0.208588957055215,0.895705521472393,3.76073619631902,1.01840490797546,0.466257668711656,3.31901840490798,5.67484662576687,12.6441717791411,0.687116564417178,0.134969325153374,0.52760736196319,0.245398773006135,0.374233128834356,6.77300613496933,0.098159509202454,0.0229447852760736,0.165644171779141,0.0736196319018405,0.0613496932515337,0.245398773006135,8.98159509202454,3.73619631901841,3.09815950920245,0.478527607361963,0.122699386503067,0.0736196319018405,0.233128834355828,37.6196319018405,0.711656441717791,0.0203067484662577,0.00767484662576687,6.93865030674847
"217","MIL",1983,4.72,0.277,0.333,0.418,0.751,112,FALSE,4.02,9.4,0.8,3,4.3,1.4,0.222222222222222,1,38.5185185185185,34.6913580246914,9.60493827160494,1.73456790123457,0.351851851851852,0.814814814814815,4.51851851851852,0.623456790123457,0.302469135802469,2.9320987654321,4.10493827160494,14.4876543209877,0.833333333333333,0.166666666666667,0.376543209876543,0.351851851851852,0.314814814814815,6.98765432098765,0.0987654320987654,0.0269753086419753,0.216049382716049,0.0617283950617284,0.0432098765432099,0.265432098765432,8.97530864197531,4.37037037037037,4.01234567901235,0.197530864197531,0.172839506172839,0.0555555555555556,0.179012345679012,38.4197530864198,0.580246913580247,0.0251234567901235,0.00850617283950617,7.12345679012346
"218","MIN",1983,4.38,0.261,0.319,0.401,0.72,95,FALSE,4.66,9.8,1,3.6,4.7,1.29,0.216049382716049,1,38.0925925925926,34.5740740740741,9.03086419753086,1.72839506172839,0.253086419753086,0.87037037037037,4.14197530864198,0.271604938271605,0.179012345679012,2.88271604938272,4.95061728395062,13.8765432098765,0.925925925925926,0.179012345679012,0.179012345679012,0.277777777777778,0.166666666666667,6.90123456790123,0.0864197530864197,0.0312962962962963,0.123456790123457,0.0308641975308642,0.0185185185185185,0.240740740740741,8.87098765432099,5.07407407407407,4.59876543209877,0.333333333333333,0.216049382716049,0.0802469135802469,0.253086419753086,38.8703703703704,0.561728395061728,0.0275925925925926,0.00918518518518519,7.17901234567901
"219","MON",1983,4.15,0.264,0.326,0.386,0.713,98,FALSE,3.58,8.6,0.7,2.9,5.5,1.88,0.251533742331288,1,38.6073619631902,34.4233128834356,9.0920245398773,1.82208588957055,0.251533742331288,0.625766871165644,3.87730061349693,0.846625766871166,0.269938650306748,3.12269938650307,4.49693251533742,13.2944785276074,0.815950920245399,0.233128834355828,0.478527607361963,0.349693251533742,0.466257668711656,7.44171779141104,0.0920245398773006,0.0242944785276074,0.233128834355828,0.0920245398773006,0.0858895705521472,0.208588957055215,9.02453987730061,3.96319018404908,3.58895705521472,0.306748466257669,0.202453987730061,0.0552147239263804,0.233128834355828,37.7361963190184,0.613496932515337,0.0223312883435583,0.00785889570552147,6.69938650306749
"220","NYM",1983,3.55,0.241,0.3,0.344,0.644,79,FALSE,3.68,8.6,0.6,3.8,4.4,1.17,0.246913580246914,1,37.0925925925926,33.6049382716049,8.11111111111111,1.06172839506173,0.160493827160494,0.691358024691358,3.34567901234568,0.87037037037037,0.395061728395062,2.69135802469136,6.3641975308642,11.5679012345679,0.697530864197531,0.191358024691358,0.407407407407407,0.197530864197531,0.333333333333333,6.42592592592593,0.0925925925925926,0.0259259259259259,0.111111111111111,0.0432098765432099,0.0308641975308642,0.203703703703704,8.95679012345679,4.19753086419753,3.66049382716049,0.506172839506173,0.12962962962963,0.0864197530864197,0.283950617283951,38.1543209876543,0.611111111111111,0.0243827160493827,0.00850617283950617,7.08641975308642
"221","NYY",1983,4.75,0.273,0.337,0.416,0.753,110,FALSE,3.86,9,0.7,2.8,5.5,1.96,0.246913580246914,1,38.7592592592593,34.7592592592593,9.47530864197531,1.66049382716049,0.246913580246914,0.944444444444444,4.49382716049383,0.518518518518518,0.259259259259259,3.29012345679012,4.23456790123457,14.462962962963,0.91358024691358,0.228395061728395,0.228395061728395,0.253086419753086,0.222222222222222,7.20987654320988,0.0987654320987654,0.0267901234567901,0.290123456790123,0.0740740740740741,0.0555555555555556,0.197530864197531,8.98888888888889,4.33950617283951,3.85185185185185,0.148148148148148,0.123456790123457,0.0432098765432099,0.222222222222222,38.0555555555556,0.617283950617284,0.0218518518518519,0.0080679012345679,6.74074074074074
"222","OAK",1983,4.37,0.262,0.326,0.381,0.708,101,FALSE,4.34,9,0.8,3.9,4.4,1.15,0.265432098765432,1,38.1975308641975,34.0493827160494,8.9320987654321,1.46296296296296,0.172839506172839,0.746913580246914,4.08641975308642,1.45061728395062,0.604938271604938,3.23456790123457,5.38271604938272,12.9814814814815,0.790123456790123,0.191358024691358,0.339506172839506,0.382716049382716,0.290123456790123,6.75308641975309,0.135802469135802,0.0298148148148148,0.135802469135802,0.0740740740740741,0.0432098765432099,0.203703703703704,8.97592592592592,4.82716049382716,4.33333333333333,0.271604938271605,0.191358024691358,0.0555555555555556,0.265432098765432,39.1358024691358,0.549382716049383,0.0267283950617284,0.0088641975308642,7.37654320987654
"223","PHI",1983,4.27,0.249,0.329,0.373,0.702,96,TRUE,3.34,8.8,0.7,2.9,6.7,2.35,0.269938650306748,1,38.1472392638037,33.2883435582822,8.29447852760736,1.28220858895706,0.276073619631902,0.766871165644172,3.98159509202454,0.877300613496933,0.460122699386503,3.92638036809816,5.55828220858896,12.4294478527607,0.809815950920245,0.159509202453988,0.49079754601227,0.282208588957055,0.460122699386503,7.07975460122699,0.110429447852761,0.0239263803680982,0.122699386503067,0.0613496932515337,0.0368098159509202,0.251533742331288,8.96441717791411,3.89570552147239,3.32515337423313,0.47239263803681,0.141104294478528,0.110429447852761,0.269938650306748,37.840490797546,0.662576687116564,0.0199386503067485,0.00794478527607362,7.04294478527607
"224","PIT",1983,4.07,0.264,0.325,0.383,0.708,94,FALSE,3.55,8.5,0.7,3.5,6.5,1.88,0.234567901234568,1,38.1234567901235,34.141975308642,9.01234567901234,1.46913580246914,0.179012345679012,0.746913580246914,3.77777777777778,0.765432098765432,0.475308641975309,3.0679012345679,5.38888888888889,13.0802469135802,0.746913580246914,0.117283950617284,0.518518518518518,0.234567901234568,0.388888888888889,7.04938271604938,0.0987654320987654,0.0246913580246914,0.154320987654321,0.0864197530864197,0.0679012345679012,0.253086419753086,9.02530864197531,4,3.56172839506173,0.41358024691358,0.111111111111111,0.12962962962963,0.320987654320988,38.0679012345679,0.648148148148148,0.021358024691358,0.00819135802469136,6.98765432098765
"225","SDP",1983,4.01,0.25,0.311,0.351,0.661,86,FALSE,3.62,8.5,0.9,3.2,5.2,1.61,0.251533742331288,1,37.8098159509202,33.9079754601227,8.49079754601227,1.26993865030675,0.208588957055215,0.570552147239264,3.6319018404908,1.09815950920245,0.411042944785276,2.95705521472393,5.04294478527607,11.8895705521472,0.742331288343558,0.122699386503067,0.54601226993865,0.276073619631902,0.49079754601227,6.76687116564417,0.110429447852761,0.024601226993865,0.141104294478528,0.0306748466257669,0.0245398773006135,0.269938650306748,9.00122699386503,4.00613496932515,3.61963190184049,0.319018404907975,0.171779141104294,0.0613496932515337,0.202453987730061,37.9079754601227,0.601226993865031,0.024601226993865,0.00801226993865031,6.88957055214724
"226","SEA",1983,3.44,0.24,0.301,0.36,0.661,79,FALSE,4.12,9.2,0.9,3.5,5.8,1.67,0.253086419753086,1,36.462962962963,32.9382716049383,7.90123456790123,1.52469135802469,0.191358024691358,0.685185185185185,3.30864197530864,0.888888888888889,0.493827160493827,2.83950617283951,5.18518518518519,11.8641975308642,0.697530864197531,0.148148148148148,0.246913580246914,0.277777777777778,0.191358024691358,6.38271604938272,0.0925925925925926,0.0282098765432099,0.154320987654321,0.0555555555555556,0.0432098765432099,0.240740740740741,8.7537037037037,4.5679012345679,4.00617283950617,0.283950617283951,0.246913580246914,0.0987654320987654,0.296296296296296,37.6172839506173,0.62962962962963,0.0249382716049383,0.00869753086419753,6.78395061728395
"227","SFG",1983,4.24,0.247,0.325,0.375,0.701,97,FALSE,3.7,8.9,0.8,3.2,5.5,1.69,0.253086419753086,1,37.8271604938272,33.141975308642,8.17283950617284,1.27160493827161,0.185185185185185,0.876543209876543,3.93827160493827,0.864197530864197,0.481481481481481,3.82098765432099,6.11111111111111,12.4444444444444,0.796296296296296,0.172839506172839,0.395061728395062,0.283950617283951,0.388888888888889,6.81481481481481,0.0987654320987654,0.0265432098765432,0.123456790123457,0.0555555555555556,0.0432098765432099,0.290123456790123,8.92098765432099,4.30246913580247,3.66666666666667,0.58641975308642,0.191358024691358,0.123456790123457,0.327160493827161,38.3086419753086,0.592592592592593,0.0235802469135802,0.00833333333333333,7.23456790123457
"228","STL",1983,4.19,0.27,0.335,0.384,0.719,99,FALSE,3.79,9.1,0.7,3.2,4.4,1.35,0.259259259259259,1,38.5308641975309,34.2592592592593,9.23456790123457,1.61728395061728,0.388888888888889,0.512345679012346,3.92592592592593,1.27777777777778,0.549382716049383,3.35185185185185,5.42592592592593,13.1666666666667,0.722222222222222,0.148148148148148,0.444444444444444,0.302469135802469,0.407407407407407,7.25308641975309,0.111111111111111,0.027037037037037,0.135802469135802,0.0617283950617284,0.0432098765432099,0.166666666666667,9.01358024691358,4.38271604938272,3.7962962962963,0.450617283950617,0.141975308641975,0.117283950617284,0.339506172839506,38.4691358024691,0.58641975308642,0.0242592592592593,0.00846913580246914,7.03703703703704
"229","TEX",1983,3.92,0.255,0.31,0.366,0.677,89,FALSE,3.31,8.5,0.6,2.9,5.1,1.75,0.226993865030675,1,37.8036809815951,34.4171779141104,8.76687116564417,1.48466257668712,0.202453987730061,0.650306748466258,3.60122699386503,0.730061349693252,0.368098159509202,2.71165644171779,4.70552147239264,12.6073619631902,0.754601226993865,0.177914110429448,0.233128834355828,0.257668711656442,0.202453987730061,6.83435582822086,0.098159509202454,0.0229447852760736,0.263803680981595,0.0674846625766871,0.049079754601227,0.196319018404908,8.99509202453988,3.73619631901841,3.31288343558282,0.153374233128834,0.233128834355828,0.0368098159509202,0.220858895705521,37.5889570552147,0.742331288343558,0.0216564417177914,0.00779141104294479,6.85889570552147
"230","TOR",1983,4.91,0.277,0.338,0.436,0.774,107,FALSE,4.12,8.9,0.9,3.2,5.2,1.62,0.203703703703704,1,38.3518518518519,34.4506172839506,9.54320987654321,1.65432098765432,0.358024691358025,1.03086419753086,4.61728395061728,0.808641975308642,0.444444444444444,3.14814814814815,5,15.0061728395062,0.722222222222222,0.197530864197531,0.222222222222222,0.333333333333333,0.271604938271605,6.82716049382716,0.0864197530864197,0.0276543209876543,0.265432098765432,0.0493827160493827,0.0432098765432099,0.197530864197531,8.92037037037037,4.48148148148148,4.08641975308642,0.234567901234568,0.259259259259259,0.0308641975308642,0.154320987654321,38.1111111111111,0.648148148148148,0.0250617283950617,0.00833333333333333,6.8641975308642
"231","ATL",1984,3.9,0.247,0.317,0.361,0.678,85,FALSE,3.57,8.7,0.8,3.3,5.3,1.64,0.234567901234568,1,37.6975308641975,33.4691358024691,8.25925925925926,1.44444444444444,0.166666666666667,0.685185185185185,3.5679012345679,0.864197530864197,0.524691358024691,3.42592592592593,5.53086419753086,12.0925925925926,0.697530864197531,0.123456790123457,0.395061728395062,0.277777777777778,0.432098765432099,7.01851851851852,0.0925925925925926,0.0249382716049383,0.104938271604938,0.0432098765432099,0.0185185185185185,0.302469135802469,8.9320987654321,4.04320987654321,3.54320987654321,0.37037037037037,0.111111111111111,0.0864197530864197,0.228395061728395,37.820987654321,0.666666666666667,0.0234567901234568,0.00821604938271605,6.98148148148148
"232","BAL",1984,4.2,0.252,0.328,0.391,0.719,102,FALSE,3.71,8.7,0.9,3.2,4.5,1.39,0.228395061728395,1,38.1913580246914,33.679012345679,8.48148148148148,1.44444444444444,0.141975308641975,0.987654320987654,3.99382716049383,0.314814814814815,0.222222222222222,3.82716049382716,5.45679012345679,13.1728395061728,0.820987654320988,0.135802469135802,0.277777777777778,0.265432098765432,0.296296296296296,7.42592592592593,0.0925925925925926,0.0254320987654321,0.296296296296296,0.0802469135802469,0.0679012345679012,0.197530864197531,8.88333333333333,4.11728395061728,3.66666666666667,0.283950617283951,0.141975308641975,0.037037037037037,0.358024691358025,37.4382716049383,0.648148148148148,0.0254938271604938,0.00817283950617284,6.66666666666667
